iter	Passed	Remaining
0	24	24289
1	33	16689
2	48	15983
3	51	12779
4	65	12960
5	78	13057
6	92	13066
7	106	13239
8	111	12226
9	111	11083
10	121	10961
11	127	10489
12	141	10749
13	158	11170
14	178	11697
15	194	11970
16	218	12633
17	224	12259
18	241	12492
19	263	12919
20	268	12503
21	286	12723
22	287	12210
23	289	11760
24	305	11910
25	313	11760
26	319	11520
27	328	11388
28	331	11101
29	343	11105
30	348	10907
31	369	11179
32	387	11357
33	404	11486
34	429	11844
35	447	11974
36	459	11967
37	469	11896
38	477	11765
39	491	11790
40	498	11651
41	503	11474
42	514	11446
43	524	11397
44	525	11158
45	538	11173
46	552	11206
47	576	11426
48	591	11481
49	614	11675
50	621	11570
51	637	11619
52	646	11545
53	664	11642
54	676	11630
55	679	11459
56	681	11282
57	696	11308
58	700	11177
59	720	11284
60	725	11162
61	739	11183
62	758	11283
63	771	11280
64	784	11285
65	800	11322
66	819	11406
67	833	11424
68	848	11443
69	862	11454
70	875	11450
71	883	11385
72	900	11434
73	906	11347
74	910	11233
75	929	11298
76	945	11329
77	963	11384
78	980	11433
79	993	11419
80	1005	11407
81	1022	11445
82	1036	11456
83	1054	11504
84	1072	11544
85	1088	11565
86	1104	11589
87	1124	11651
88	1128	11552
89	1133	11459
90	1140	11394
91	1151	11362
92	1158	11296
93	1172	11304
94	1188	11323
95	1206	11361
96	1223	11386
97	1225	11281
98	1242	11308
99	1249	11247
100	1267	11286
101	1274	11223
102	1290	11241
103	1304	11239
104	1320	11255
105	1323	11163
106	1337	11159
107	1351	11165
108	1365	11164
109	1382	11184
110	1388	11123
111	1390	11028
112	1393	10938
113	1408	10946
114	1421	10938
115	1434	10934
116	1448	10928
117	1455	10877
118	1461	10816
119	1474	10816
120	1477	10734
121	1491	10736
122	1495	10666
123	1499	10590
124	1514	10598
125	1529	10608
126	1543	10613
127	1565	10662
128	1582	10684
129	1610	10776
130	1631	10820
131	1638	10773
132	1643	10716
133	1668	10784
134	1674	10732
135	1695	10772
136	1700	10712
