iter	Logloss
185	0.3447782022
186	0.3443379007
187	0.343854134
188	0.3434584348
189	0.3429919983
190	0.3191	0.3385191	0.3192	0.3380192	0.3418012405
193	0.3413221125
194	0.3410944298
195	0.340752565
196	0.3403946625
197	0.3399864565
198	0.3396723488
199	0.3391821882
200	0.3387752965
201	0.3383932543
202	0.3377780526
203	0.3372759678
204	0.336879319
205	0.336555488
206	0.3363107656
207	0.3360260658
208	0.3356437415
209	0.3353226383
210	0.3349345324
211	0.3344091643
212	0.3340386788
213	0.3335420203
214	0.3331933832
215	0.3327221704
216	0.3323647133
217	0.3319101981
218	219	0.3276376219	0.3312215277
220	0.330771571
221	0.3305540728
222	0.3302095449
223	0.3297856712
224	0.3295471175
225	0.3291232419
226	0.3286773352
227	0.3282602875
228	0.3279197865
229	0.3276641548
230	0.3272830416
231	0.3268980681
232	0.3265098577
233	0.3262887147
234	0.3259107523
235	0.3256954952
236	0.3254420318
237	0.3251541042
238	0.3247964624
239	0.3243378326
240	0.3240004107
241	0.3236647801
242	0.3234432367
243	0.3229324167
244	0.3224355467
245	0.3219808987
246	0.3216171254
247	0.3212980342
248	0.3208918593
249	0.320653899
250	0.3201907853
251	0.3199632248
252	0.3195518123
253	0.3192449157
254	0.3189888134
255	0.3188071147
256	0.3185453459
25258	0.31414046325259	0.31387779925260	0.31371308726261	0.31328409126262	0.31296863326263	0.31263181
263	0.3165214603
265	0.3119575245
265	0.31585256842266	0.3155842264268	0.3110346119
2268	0.3147429211270	0.3104276881
271	0.3101614051
272	0.3099120319
273	0.3096648508
274	0.3093602888
275	0.3089087872
276	0.3085694752
277	0.3083957579
2277	0.3119568504279	0.3079119004
280	0.3075513541
281	0.3074445485
282	0.3072146961
283	0.3069068329
284	0.3067211635
285	0.3065814287
286	0.3061579647
287	0.3058200652
288	0.3054804723
289	0.30521191062290	0.304932714
291	0.3047064974
292	0.3044409513
293	0.3038031307
294	0.3034621019
295	0.3032492684
296	0.303025349
297	0.3026541036
298	0.3024128585
299	0.3020268735
300	0.3016581392
301	0.3013448985
302	0.3010140152
303	0.3008654578
304	0.3006868463
305	0.3004333892
306	0.3002593697
307	0.3000868515
308	0.2999014531
309	0.2996927834
310	0.2993935981
311	0.2989447638
312	0.29862662343313	0.29840875693314	0.29813983653315	0.29791984083316	0.29776873283317	0.29758524793318	0.29722773743319	0.29703438763320	0.29677347873321	0.2964714098321	0.3003459075
322	0.3001800105
324	0.2957422282
325	0.295544246
3325	0.29957367832326	0.299366367328	0.294992475
329	0.2947858825
330	0.2943985374
331	0.2940863712
332	0.2939696621
333	0.2937446916
334	0.2935299542
335	0.293179631
336	0.2928505206
337	0.2926250338
338	0.2924388595
339	0.2923154695
340	0.2920702551
341	0.2916499033
342	0.2914550969
343	0.2912958322
344	0.2910040129
345	0.2907592104
346	0.2904792851
347	0.2901571832
348	0.2898514558
349	0.289605798
350	0.2894890216
351	0.2892751243
352	0.2890346268
353	0.2888787919
354	0.2886394365
355354	0.29260385356355	0.29243484357356	0.29219939358357	0.29204603359358	0.29184363360359	0.29150206361360	0.29123756362361	0.29096335363362	0.29070845364363	0.2903822736364	0.2900853093365	0.28989644093366	0.28966583363367	0.28943446369368	0.28920531370369	0.28893332371370	0.28862808372371	0.28838891373372	0.28790839374373	0.28773841375374	0.28758736376375	0.28734396377376	0.28707274378377	0.2868856457
378	0.28665696380379	0.2864435411
380	0.2861260423
381	0.2859101042
382	0.2856353794
383	0.2853156918
384	0.2850577271
385	0.2848133703
386	0.2844777758
387	0.2842728962
388	0.2841374515
389	0.2839736601
390	0.2837215886
391	0.2836023716
392	0.283294443
393	0.2830579347
394	0.2828106261
395	0.2824138887
396	0.2822550699
397	0.2819970695
398	0.2818130352
399	0.2815943226
400	0.2813474809
401	0.2809514131
402	0.280636634
403	0.2804405081
404	0.2802932453
405	0.2800223732
406	0.2798254109
407	0.2795010645
408	0.2793904689
409	0.2791366112
410	0.2789229365
411	0.2787085942
412	0.2782846459
413	0.2780127169
414	0.2777145867
415	0.2775360958
416	0.2773503896
417	0.2770230717
418	0.2766725239
419	0.2764271947
420	0.2761848895
421	0.275948861
422	0.2756386916
423	0.2753202692
424	0.2750351637
425	0.2748389197
426	0.2745836148
427	0.2743561565
428	0.2738989673
429	0.2735320287
430	0.2733228602
431	0.2731003469
432	0.2728723328
433	0.2725738663
434	0.2723665571
435	0.2722117123
436	0.2720398273
437	0.2719569808
438	0.2716434704
439	0.2714142385
440	0.2712237835
441	0.2711267268
442	0.2706704199
443	0.2704036826
444	0.2702547967
445	0.2700817266
446	0.2698135505
447	0.2696549854
448	0.2694535227
449	0.269317397
450	0.2690915447
451	0.2688987619
452	0.2686200218
453	0.2685157751
454	0.2683874601
455	0.2680918742
456	0.2679381615
457	0.2678096984
458	0.267627459
459	0.2674508885
460	0.2671672867
461	0.266995415
462	0.2668407043
463	0.2667826608
464	0.2664554796
465	0.2662962418
466	0.2661142401
467	0.2659332744
468	0.265820794
469	0.2655596886
470	0.265417955
471	0.2652596857
472	0.2650576862
473	0.2648912895
474	0.2646780707
475	0.2645872033
476	0.2644214944
477	0.2642209796
478	0.2640383415
479	0.2638492758
480	0.2636903159
481	0.2635666781
482	0.2633342263
483	0.2629370345
484	0.2627069571
485	0.2625864395
486	0.2624186941
487	0.2622609371
488	0.2621095168
489	0.2618550719
490	0.2616856782
491	0.2613938424
492	0.2612611778
493	0.2610202755
494	0.2608055216
495	0.2606460469
496	0.2605858113
497	0.2603365908
498	0.2601616602
499	0.2599934933
500	0.2596801996
501	0.2594315458
502	0.2591976498
503	0.2590654548
504	0.2587621388
505	0.2586057102
506	0.2584377156
507	0.2581576674
508	0.2579497879
509	0.2577191884
510	0.2575208231
511	0.2572888914
512	0.2570515909
513	0.2567076642
514	0.2564166768
515	0.2562412472
516	0.2561197601
517	0.2559321844
518	0.2556342151
519	0.2553132513
520	0.2551157242
521	0.2549328584
522	0.2548079903
523	0.2546200429
524	0.2544831869
525	0.2542477223
526	0.2539899302
527	0.2536986998
528	0.2534965317
529	0.2533613792
530	0.2531495546
531	0.2529889416
532	0.2528240658
533	0.2526879889
534	0.2523088289
535	0.2520696687
536	0.2519265859
537	0.2516678177
538	0.2515286543
539	0.2513590646
540	0.2512353122
541	0.2510701576
542	0.2509491241
543	0.250708187
544	0.2505812683
545	0.2505089968
546	0.250245278
547	0.2499928498
548	0.249902562
549	0.2495683162
550	0.2493643847
551	0.2491385387
552	0.2489849434
553	0.2487264741
554	0.2484837236
555	0.2483632263
556	0.2482211715
557	0.2480381543
558	0.2478964683
559	0.2477366286
560	0.2476399303
561	0.2475463884
562	0.2473692776
563	0.2472258237
564	0.2470733606
565	0.2468883892
566	0.246736003
567	0.2466301706
568	0.246377371
569	0.2461860934
570	0.2460288452
571	0.2458116086
572	0.245560214
573	0.2454087274
574	0.2452923955
575	0.2451238635
576	0.2450215171
577	0.2448778506
578	0.2447009742
579	0.2445537277
580	0.244468319
581	0.2443335327
582	0.2440773428
583	0.2439711012
584	0.243820241
585	0.2434916675
586	0.2433667735
587	0.2432421959
588	0.243151636
589	0.242764856
590	0.2426232318
591	0.2425091732
592	0.2424228048
593	0.2422468164
594	0.2420900741
595	0.2417618835
596	0.2415090718
597	0.2413220576
598	0.2411375288
599	0.2410052266
600	0.2407263713
601	0.2406551139
602	0.2403414336
603	0.2400931921
604	0.2399847795
605	0.2398833221
606	0.2397831607
607	0.2396164156
608	0.2394704784
609	0.2393267991
610	0.2390456068
611	0.2388012075
612	0.2386710888
613	0.2385691511
614	0.2384382527
615	0.2381554754
616	0.2380228514
617	0.2377943686
618	0.2377024759
619	0.2375684617
620	0.2374000666
621	0.2372520121
622	0.2371246599
623	0.2369471818
624	0.2368477286
625	0.2367019439
626	0.236541582
627	0.2362088265
628	0.2360585003
629	0.2359101656
630	0.2357848298
631	0.2355631635
632	0.2354435896
633	0.235147198
634	0.2350151177
635	0.2348619136
636	0.2346790496
637	0.234380676
638	0.2342359056
639	0.2340002887
640	0.2338091339
641	0.2335881074
642	0.2334578609
643	0.233267635
644	0.2330484563
645	0.2329031044
646	0.2326524957
647	0.2325675317
648	0.2323883231
649	0.2322188933
650	0.2320923138
651	0.2319374686
652	0.2317348008
653	0.2315833431
654	0.2313739297
655	0.2311628399
656	0.2309869326
657	0.2309004119
658	0.2307788914
659	0.2306775265
660	0.2305197016
661	0.2304220667
662	0.2304203697
663	0.2303498227
664	0.2302458922
665	0.230035236
666	0.2297903373
667	0.229637897
668	0.2295555726
669	0.2293575443
670	0.2292378357
671	0.229006091
672	0.2289242668
673	0.2288156108
674	0.2285930666
675	0.2283577609
676	0.2282397314
677	0.2280287483
678	0.227944296
679	0.227799309
680	0.2276424403
681	0.227376761
682	0.2271738147
683	0.2271052032
684	0.2269583
685	0.2267800189
686	0.2265962529
687	0.2263225709
688	0.2261594903
689	0.2259900879
690	0.2258478152
691	0.2255862102
692	0.2254802081
693	0.2252742879
694	0.2251149995
695	0.2249739838
696	0.22478177
697	0.2246744753
698	0.2244677581
699	0.2242252472
700	0.2241482585
701	0.2239782852
702	0.2238193932
703	0.2237051674
704	0.2235265889
705	0.2233923691
706	0.2233824928
707	0.2232546125
708	0.2231099446
709	0.222961809
710	0.2228577402
711	0.2226174658
712	0.2225518048
713	0.2223562963
714	0.2222438716
715	0.2221905302
716	0.2219878273
717	0.2217534493
718	0.2214527194
719	0.2212631715
720	0.2211371089
721	0.2210321757
722	0.2209735395
723	0.2209642528
724	0.2207466353
725	0.2205521759
726	0.22046115172727	0.22029235672728	0.22014818730729	0.219980731	0730	0.219899732	0731	0.219790733	732	0.2197370734	733	0.2195588735	734	0.2194659736	735	0.2192927981
736	0.2191774275
737	0.2190633739	738	0.2189755740	739	0.2189098741	740	0.2188342742	741	0.2187256743	742	0.2185328033
743	0.2184363899
744	0.2183010767
745	0.2182306694
746	0.2181367748	747	0.2179513749	748	0.2178513750	749	0.2177234751	750	0.2175592752	751	0.2173978753	752	0.2171640754	753	0.2169619755	754	0.2168424756755	0.21678922757756	0.21663811758757	0.21655787759758	0.21650711760759	0.2163476761	760	0.2162649762	761	0.2161106763	762	0.2159968764	763	0.215832765	0764	0.215710766	765	0.2154567767	766	0.2153246768	767	0.2151438769	768	0.2149756770	769	0.2148494771	770	0.2147171772	771	0.2145118773772	0.214380774	0773	0.214263775	0774	0.214138776	0775	0.213977777	0776	0.213793778	0777	0.213634779	0778	0.213492780	0779	0.213243781	780	0.2131108782	781	0.2130106783	782	0.2129345784	783	0.2128556785784	0.21272020786785	0.21258406787786	0.21236809788787	0.21221501789788	0.21210242790789	0.21193072791790	0.21181032792791	0.2116842279792	0.21161098979793	0.2114734067794	0.21134046457795	0.21119325497796	0.21100424587797	0.21091132967798	0.21082611800799	0.21070477801800	0.21054817802801	0.21044354803802	0.21016553804803	0.21003600805804	0.20986380806805	0.20959744807806	0.20952674808807	0.20934565809808	0.20911110810809	0.20895759811810	0.2088275812	811	0.2086632813	812	0.2086231814	813	0.2085294815	814	0.2084636816	815	0.208365817	0816	0.208054818	0817	0.207865819	0818	0.207728820	0819	0.207576821	0820	0.207465822	0821	0.207399823	0822	0.207254824	0823	0.207017825	0824	0.206899826	0825	0.206763827	0826	0.206581828	0827	0.20647829	0.828	0.20638830	0.829	0.20621831	0.830	0.20602832	0.831	0.20592833	0.832	0.2057834	0.2833	0.2056835	0.2834	0.2055836	0.2835	0.2054837	0.2836	0.2052838	0.2837	0.2050839	0.2838	0.2049840	0.2839	0.2047841	0.2840	0.2046842	0.2841	0.20843	0.201842	0.20844	0.201843	0.20845	0.201844	0.20846	0.20845	0.20847	0.200846	0.20848	0.200847	0.20849	0.200848	0.20850	0.200849	0.20851	0.199850	0.20852	0.19851	0.203853	0.19852	0.202854	0.19853	0.202855	0.19854	0.202856	0.19855	0.20857	0.199856	0.20858	0.199857	0.20859	0.198858	0.20860	0.198859	0.20861	0.198860	0.20862	0.198861	0.20863	0.198862	0.2018246012
863	0.20865	0.198864	0.20866	0.197865	0.2014155392
866	0.20868	0.197867	0.20869	0.197868	0.20870	0.197869	0.20871	0.19870	0.200872	0.1871	0.2004873	0.1872	0.2003874	0.1873	0.2002875	0.874	0.20007876	0.875	0.1999601797
876	0.19988878	0.877	0.19976879	0.878	0.19965880	0879	0.199498881	0880	0.199390882	0881	0.199226883	0882	0.199123884	0883	0.199000885	0884	0.198867886	0885	0.198786887	886	0.198672888	0887	0.198578889	0888	0.19844890	0889	0.198325891	0890	0.198161892	0891	0.198008893	0892	0.197853894	0893	0.197631895	0894	0.197488896	895	0.1974011897	896	0.1972757898	897	0.1971899899898	0.19707167900899	0.19697841901900	0.1968875390901	0.19678449890902	0.19665824890903	0.19658989690904	0.1964145529905	0.19626038199906	0.19618790239907	0.19604808999908	0.19594289159909	0.19582299959910	0.195755603
911	0.195623147
912	0.1954980599
913	0.1953703701
914	0.1951980812
915	0.1951212607
916	0.19494574891917	0.19472183791918	0.19464103092919	0.19453432092920	0.19439230592921	0.19429620192922	0.194208488924	0.1904162477
92924	0.19393142892925	0.19376025592926	0.19355057692927	0.193431274929	0.1896443665
930	0.1894409254
931	0.1893413182
932	0.1892176852
93932	0.19269350293933	0.19262204993934	0.19252588993935	0.192402316937	0.1886938418
938	0.1886273512
939	0.1883862445
940	0.1882652762
941	0.1880783624
942	0.1878793476
943	0.1876998899
944	0.187527804
945	0.1873962493
946	0.1872633822
947	0.1870991181
948	0.1869751557
949	0.186779835
950	0.1866251773
951	0.1864588791
952	0.1862923024
953	0.1861853423
9953	0.19015275139954	0.18997403679955	0.18988957849956	0.18976870819957	0.1896988834959	0.1853213437
960	0.1851897188
961	0.1850537022
962	0.1849516461
963	0.18485817849964	0.18475680129965	0.18457300896966	0.18447637896967	0.18441073
968	0.1842822149
969	0.1841275061
970	0.1839444765
971	0.1838042
972	0.1836322108
973	0.1834501465
974	0.1833256894
975	0.1832083537
976	0.1830848379
977	0.18298391
978	0.1828862749
979	0.1827867772
980	0.1826843737
981	0980	0.186577982	0981	0.186439983	0982	0.186308984	0983	0.186139985	0984	0.186014986	0985	0.185899987	0986	0.185595988	0987	0.185487989	0.1816874605
990	0989	0.185212991	990	0.1850977992	991	0.184933993	0992	0.184840994	0993	0.184688995	0994	0.184587996	0995	0.184372997	0996	0.184227998	997	0.1840943999	998	0.1839721236
999	0.1838809848
